"x"
"拝啓わたしのママ まだ女の子だったママあなたは神様から届くメールを待ってる「世界が終わればいい」まして自分が消えればいいあなたの神様は だけど 着信気づかない拝啓わたしはいま まだ暗いところにいますあなたから届いたお手紙に火をつけて世界が始まる日を そしてわたしが始まる日を夢のなか あなたのなか 夢を見ていたコインロッカーの日々に閉じ込めないでコウノトリなんかいないって教えてわたしになって 生まれてみたい誰かじゃなくて わたしになりたいこの目で見たい 歌を聴きたい夢なんてない だけどわたしになりたいのさよならわたしのママ 夜の街に消えてくママ恋人は神様じゃない 王子様でもない世界は終わってるの 人類の歴史ひもとけばだから何度でも作るの 血だらけの手でタイムカプセル 過去に閉じ込めないでタイムマシンならいらないって伝えてあなたになって 生まれてみたい何にもなれない あなたになりたい愛が知りたい 声を聴かせて夢になれない そんなあなたになりたいの泣かないで 鏡の向こうで 闇の向こうでいつか生まれて綺麗さも 醜さもほんとのわたしを生きるのあなたは登る ビルの屋上あなたはわたし いつか気づいて明日じゃなくて 今を見つめてあなたはわたし いつかわたしになりたいのなれないの なりたいのなれないの"
"さあニュースの時間です 今日ミサイルが降るでしょうさあ最後のニュースです 誰が血を流すでしょう信じる者は救われず 疑う者は傷ついてでは中継つなぎます 今日少女が降ってくるでも誰が信じますか 今日君が死んだなんてテレビもラジオも伝えない 見えない聴こえないの向こうから嘘をあつめて 嘘をあつめて君を生き返らせて言葉あつめて 言葉あつめて僕の電波で放送するのささあON AIRランプが 僕らの街を燃やすさあOFF AIRの空気が君を幽霊に変える その前に夜のアンテナを立てて放送中「臨時ニュースをお知らせします死者の国からお伝えします少女の声でお送りしますでは、ここで問題です」嘘つきは誰だ? 「オールダウトニッポン!」ラジオ・スター誰だ?「オールダウトニッポン!」嘘つきは誰だ? 「オールダウトニッポン!」殺したの誰だ? 「オールダウトニッポン!」さあだれだ? 「お前だ!」嘘をあつめて 嘘をあつめて君を生き返らせてそれができたら そうできるなら僕は嘘をつきつづけるのさ嘘つきは誰だ? 「オールダウトニッポン!」トリック・スター誰だ?「オールダウトニッポン!」嘘つきは誰だ? 「オールダウトニッポン!」死んだのは誰だ? 「オールダウトニッポン!」さあだれだ?オールダウトニッポン!オールダウトニッポン!オールダウトニッポン!オールダウトニッポン!"
"神様　あなたのキスマーク　町を廃墟に変えて神様　あなたが抱きしめたビルは粉々神様　僕にいま血の涙を流せと言うなら神様　あなたのくちづけ瞼にくださいガイガーカウンター生き残るための目盛りをきざして鳥になったあの娘のために月へ行ったあの娘のために夜に消えたあの娘のために　お願いすべてあなたの物語なら僕はあなたの代わり血を流そうだからあなたの物語からあの娘のページ解き放って神様　あなたのキスマーク　手首いっぱいつけて神様　あなたの　落としもの　探すあの娘にガイガーカウンター躓かぬように光をともして方舟に乗り遅れたってけものたちは故郷をめざす棺をノックする影をしりぞけてすべてあなたのラブソングなら僕のレコード代わりに傷つけようだからあなたのラブソングへとあの娘の歌を閉じ込めないでお願いガイガーカウンター鳴っている瓦礫から鳴っている夜のギター鳴っているラジオから鳴っているガイガーカウンター聴こえない雑踏で聴こえない夜のギター聴こえない夜の歌　聴こえないもしあなたの物語なら僕はあなたの代わり血を流そうだからあなたの物語からあの娘のことば解き放ってよもしこれがラブソングなら傷だらけのレコード止めないでもしこの歌ラブソングならあの娘の声を救い出してよガイガーカウンターの夜に"
"暗闇坂から蝉時雨くれないくちびる噛みしめてクラシック喫茶のコーヒーはくるっとあなたの片目を暗くして暗闇坂からクラクションくれないくちづけくれたときクラウドナインのシグナルはくるっとわたしの片目を奪うの恋は盲目　愛は妄想声が聴きたいだけなのに恋い患って　愛いたいなんてほんとは何も見たくないのあなたを見ているわたしが見ているあなたにわたしは見えないのわたしを見てないあなたが見てないわたしをあなたは見つめてるあなたの右目とわたしの左目片割れの恋がしたいけどわたしの右目とあなたの左目眼帯のなかで踊ってる幽霊坂からUFOが夕暮れ目指して飛んでったユーストリームの配信でユークリッド幾何学の鏡を割った幽霊坂からポケベルが「724106」と受信したわたしはわたしに嘘ついて「14106」と送ったのあなたを見ているわたしが見ているわたしあなたしか見えないのわたしを見てないあなたが見てないあなたは誰かを見つめてるあなたの左目　わたしの右目で見えない世界を見せてみてあなたの左目　わたしの右目で見えない明日はまぶしいの目と目で通じ合えない　かすに　ん、生きている目と目で通じ合えない　かすに　ん、美しい目と目で通じ合えない　かすれて　ん、消えていく片目じゃ通じ合えない　片想い　眼帯譚あなたを見ているわたしが見ているあなたにわたしは見えないのわたしを見てないあなたが見てないわたしをあなたは見つめてるあなたの右目とわたしの左目カタワれの恋したいけどわたしの右目とあなたの左目眼帯のそとで光ってる(見えない)暗闇坂で(見えない)幽霊と(見えない)暗闇坂で(見えない)幽霊と"
"都会を着せかえて都会に着がえなきゃわたしあなたのモードじゃなくなるのガールズコレクション ガールズコレクションガールズコレクション ガールズコレクションきっと かわいいとかなしいはよく似ているからファッション・ショーはドレスの墓場ねきっと おしゃれはしゃれこうべ がらんどうだからキャット・ウォークはヒールの廃墟ねオーダー・メイドのわたしに仕立ててデザイナーはあなただけ だから都会を着せかえて都会に着がえなきゃわたしあなたのモードじゃなくなるのマネー・クィーン 着こなしてマネキン くれなくちゃマネー・クィーン わたしあなたを忘れるのガールズコレクション ガールズコレクションガールズコレクション ガールズコレクションいつも トレンドはうつろう子猫の目みたい髪を切りすぎた夜みたいレディ・メイドのモデルにしないでスタイリングしてみてよ だけどあまねく恋なんてきらめくアクセサリーイミテーションであればあるほど綺麗オーダー・メイドの血と骨と肉でわたしを縫ってみせて だから都会を着せかえて都会に着がえなきゃわたしわたしのモードじゃなくなるのマネー・クィーン 今すぐにマネキン 着がえなきゃマネー・クィーン わたしあなたのコレクションガールズコレクション ガールズコレクションガールズコレクション ガールズコレクションガールズコレクション ガールズコレクションガールズコレクション 神様のコレクション"
"君にハラキリ 君にハラキリ傷つけあうようなキスしませんか嘘つきあの娘のウェディング・ドレス愛されたくて愛せないお姫様嘘つきあいつのウェディング・ケーキナイフみたいに切り裂きたいのKiller Killer したいの忘れないで 砂のお城 渚で燃えるピアノ撮らないで 瞳で焼きつけてみせて君にハラキリ 君にハラキリハートまで 傷のあとまでも さらけ出して君にハラキリ 君にハラキリ傷つけあうようなキスしませんか気の毒あの娘のモーニング・ドレス嫌われたくなくて嫌ってた昨日に気の毒だれかのモーニング・カードブーケみたいに投げつけたいのBlue Blue するから忘れさせて くちづけて 煙あげるリムジン書かないで 潮騒にぜんぶ流して 恋は激しく「君に、ハラキリ?」「Yes,君に、ハラキリ」君にハラキリ 君にハラキリ殺し合いみたいなキスしませんか撃たれたあの娘のウェディング・ドレス愛されたくて愛せないお姫様ピストル・オペラでチャペル血まみれカメラは回り続けるけど 瞳だけで焼きつけてみせて君にハラキリ 君にハラキリハートまで 傷のあとまでも さらけ出して君にハラキリ 君にハラキリカチンコ鳴ったって 抱きしめつづけてカットが終わっても キスを止めないで君にハラキリ…"
"あなたとわたしはルージュとリップエンヤコラ今夜もキスを交わすのミサイルよ くちづけろ くれない街に恋ひとつできなくて何ができるか殺すな殺すな言葉を殺すな殺すな殺すな声を殺すなでもでもくちびるくちびるくちびるくちびるデモクラシーあなたとわたしは弾とピストルヨイトマケ真夜中にハートを撃つの空襲の警報がデートの合図恋ひとつできなけりゃ戦争なんて燃やすな燃やすなラブレター燃やすな燃やすな燃やすな本を燃やすなでもでも口紅口紅口紅口紅つけてら、SEE「昭和九十年。時に戦時中、世界はメイク中。少女が化粧を覚えるように、キスを覚えるように、口紅型のミサイルが空から降ってくる。戦争に反対する唯一の手段は、自由であること。恋すること。時に戦時中、世界はメイキング中。液晶を覗いてばかりいる国民たちには知らされていない、既に戦争が始まっていること。既にみんな、幽霊だってこと。言葉を、殺すな」殺すな殺すな心を殺すな殺すな殺すな恋を殺すな戦争きたって言葉を殺すな戦争きたって声を殺すな殺すなくちびるくちびるくちびるくちびるデモクラシーあなたといられりゃどうにでもなるあなたといられりゃ恋でもできるあなたといられりゃ地獄もみれるあなたとわたしの くちびるデモクラシー"
"指先にひろがった世界はもうポケットの中に入るぐらい小さな世界さ指先でタップして調べたらもう終わりの毎日戦争も不景気も君もコインロッカーつめこんでた神様がいたあの頃にもう戻れないけど僕と君にはだからベイビーベイビー子どもをつくろうよ つくろうよ恋を愛にしてさだからベイビーベイビー子どもをつくろう つくろう つくろうよ壊れかかった時代に 生まれて生きる僕らだからコインロッカーベイビーズコインロッカーベイビーズコインロッカーベイビーズまなざしにひろがった都会の雨まぶたの影にはおさまらずしたたったコンピューターつなぐ前に言葉が嘘になる前にこれが愛とでも呼べたのならばあしたベイビーベイビー世界をつくろうよ つくろうよ終わりかかった時代にはじめて会った君に 触れたい世界に 触れたいだからベイビーベイビー子どもをつくろうよ つくろうよもう一度生まれたらきっとベイビーベイビーふたりでつくろう つくろう つくろうよ神様がいなくても あしたを生きる僕と君はコインロッカーベイビーズコインロッカーベイビーズコインロッカーベイビーズコインロッカーベイビーズコインロッカーベイビーズコインロッカーベイビーズ"
"こどもになれない子どもの恋愛抱きしめてもいえない君の胸が膨らむのは君のせいじゃない君のくちびる　赤くなる　君のせいじゃない神様が君の身体に命令したんだ君を君じゃなくせって命令したんだ僕の目つき尖ってくのは　きっと僕のせい僕のナイフは血まみれだ　きっと僕のせい神様は僕のハートに十字を切るだろう僕はもう僕じゃないって見限ったんだろうサンタクロースはいないんだよって告げられたみたいAからはじまる秘密おしえてこどもになれない子どもの恋愛言葉にならない孤独なふたりの恋こぼれる涙は子どもの恋愛抱きしめてもいえないアンドロメダに人類最後のニュースが届くよI で結ぶ地獄おしえておとなのふりして大人の恋愛お金を燃やして遊んだふたりの恋おぼえた気持ちは大人の恋愛抱きしめてといつかいってこどもになれない子どもの恋愛言葉にならない孤独なふたりの恋こぼれる心は子どもの恋愛言葉でしかいえない"
"はじめに言葉があったさいごに声が残ったスプーン一杯の蜂蜜垂らし　お砂糖　塩を少々瓦礫の上で世界の果てで　君を作ろうコップ一杯の涙を流し　昨日の夢と思い出まぶし風をあつめて土をかためて　君を捏ねよう粉の女　君はどこにもいない　いない　いない　だけど粉の女　君はどこかにいつも　いつも　いつも　いるよ粉の女　君はあしたもいない　いない　いない　だけど　いますぐスプーン一杯のミルクをこぼし　星屑ひとつきらきら僕のハートを　半分あげる　君になりたいもうすぐ世界の終わりがくるよ　二十六話の向こうはないよまんまるの月　片方消して　君になれない粉の女　君ははじめて僕に　僕に　僕に触れた粉の女　僕ははじめて君を　君を　君を知った粉の女　僕ははじめて愛に　愛に　愛に触れた　あのとき粉の女　君はどこにもいない　いない　いない　だけど粉の女　君はどこかにいつも　いつも　いつも　いるよ粉の女　君はあしたもいない　いない　いない　だけど指先つかって　愛をぶつけて君が粉になった　嘘だろ　君が燃えてなくなるなんて世界はオーブンさ　ぜんぶ燃えてしまう　どうして君が熱に融けた　嘘だろ　君が土に還るなんて世界はキッチンさ　神様のパンさ　僕たちはワイングラス　ぶつけて生きてるだけさ花火があがるよ　もうすぐ虹が見えるよ"
"神に誓って紙に誓ってみな　コミック・エイジの信仰「先生人生〆切ですか　週刊ジャンピン・スーサイド」神に唾して紙にペンしてみな　アトミック・エイジの抵抗「先生人生打ち切りですか　週刊グルーミー・サンデー」十階のモスキート　十戒のモーセみたいにかきわけてったフキダシに引き出しに押し込めた22世紀のレクイエムが響くよマンガになった君が笑う　マンガになった君が叫ぶマンガになった君が泣いて　まだ君を探してるマンガになった君を描いて　マンガになった君を消してマンガになった君を燃やし　また僕は孤独を知るコミック雑誌なんかILLかい　コミック雑誌なんかILLかいコミック雑誌なんかILLかい　コミック雑誌なんかILLかい罪を憎んで人を憎まず紙を憎んでキャラを憎まず「先生はじめて手紙書きます　あなたの恋人になりたい」大バツ組は罰を憎んで読者に毒ふりまかず「先生最後に手紙書きます　あなたは変わってしまった」フキダシの爆心地　脳内を飛び出したトキワ荘の青くない春明日は檜の木になろう　「昨日もそう思った」あすなろう夢になろう　「昨日もそう思った」明日は病の気になろう　「昨日もそう思った」あすなろう死体になろう世界は壊れかけのコミックマーケットだからコミックマーケットだから　コミックマーケットだからコミックマーケットだから〆切ノビタ　仕事場シズカ　休載ジャイアン　救済してよスネオかじって　骨の髄まで どこでもドアで地獄の果てまで二次元萌えない　三次元も　四次元萌えしか信じない昨日に萌えて　明日に萌えて　四次元ポケットはまっくらくらくらくらフキダシに引き出しに押し込めた22世紀には僕も君もいないよマンガになった僕が笑う　マンガになった僕が叫ぶマンガになった僕が泣いて　僕は白紙　吐くちを吐くマンガになった僕を描いて　マンガになった僕を消してマンガになった僕を燃やす　その手は誰のものなんだ明日は檜の木になろう　「昨日もそう思った」あすなろうマンガになろう　「昨日もそう思った」明日は病の気になろう　「昨日もそう思った」サルトル言うところの『嘔吐』また僕は『嘔吐』するコミック雑誌なんかILLかい　コミック雑誌なんかILLかいコミック雑誌なんかILLかい　コミック雑誌なんかILLかい(わたしは神になりたい)(わたしは貝になりたい)(わたしは紙になりたい)(わたしは影になりたい)"
"イライラしていた 誰でも良かった今は後悔しているむしゃくしゃしていた 誰でも良かった今は反省しているプラスチックかと思ったら人間でしたセラミックかと思ったら女の子でしたシュガーレスかと思ったら甘えんぼスリーピングしたくても眠れない女の子なのコンクリートに閉じ込めたコンフィチュールのお姫さまコンフュージョンしてるの今夜コンバセーションうまくいかないプラトニックかと思ったらキスができたのセンシティブかと思ったけれど恋もできるのお砂糖とスパイスとなにか素敵なものでできてるわけがないの 血と肉だけなのコンクリートのお城とざした 氷の国のお姫さま焦げるように瞼の腫れた あかい あかい あかいあたしだって泣くんだよあたしだって笑うよあなただって泣くでしょあなただって笑ってあたしをコンクリートに閉じ込められて恋することも声も言葉もコバルトブルーの涙が出るのも忘れたのあたしどうしましょうコンクリートに埋め立て組み立て都会の時計は行ったり来たりスカートの下のスイッチ止めて 時は動き出す夢のなかで泣くんだよ夢のなかで笑うよ忘れられていいんだよいつかきっと綺麗に消えて街だけが残る 文字だけが残る月だけが見てる 暗闇が見てる空だけが残る 歌だけが残る鳥だけが見てる だから今夜きりイライラしていた 誰でも良かっただけど後悔しているむしゃくしゃしていた 誰でも良かっただけど反省してるの"
"午前五時のゴーストライター　他人綴るタイプライターゴルゴダまでゴーストライダー　愛を記すアウトサイダー夢なら言えたのあの台詞　指先の天使ささやいて夢から醒めた夢の夢で　小指の悪魔が踊りだすGO TO BED　ゴーストライター眠れない夜は羊数えるよりも文字を数えてGO TO BED　ゴーストライター眠れた夜明けは　火にくべて燃やして　ジッポライター死を嗅ぎつけろシャドウライター　不幸さがせフリーライターゴルゴンの目でゴーストライダー　愛を見るなアウトサイダーソートグラフィーしてみせて　あたしのハートに触れてみてポルターガイストはじまって　あたしの悪魔が目を覚ますGO TO BED　ゴーストライター黒いインクならあまねく喪に服すの　文字を遺してGO TO BED　ゴーストライター黒いインクでも　青写真描けない　赤い血も流せないGO TO BED　ゴーストライター眠ったあたしに　文字を数えるよりも　愛を数えてGO TO BED　ゴーストライター眠ったあしたに　火をつけておしまい　ジッポライター「午前五時のゴーストライター他人綴れ　タイプライターゴルゴダ行きさ　ゴーストライダー愛を記せ　アウトサイダー火をつけろ　気をつけろライター　ライダー」"
"さくらさくらに恋して咲いて されどされども破れて散ってさくらさくらにサクラメント されどメメントできないの鬱くるしい国の 女の子はプリンセスお箸の国のレディは 林檎三個分最古PASS鬱くるしい国の 女の子アンドロイド電気の国のコッペリア ぜんまい巻き巻きおどれ萌えのいづる国の 街並みはアニメーション折り紙の国の恋は 恋愛育成シミュレーション萌えのいづる国の 戦争はスーサイド三万人のヒステリア ボカロのボレロでおどれあなたの行き先トーキョー わたしの行き先ジゴクあなたの死に場所トーキョー 都会にまぎれてフラフラさくら咲かないでいろはにほへと ホレたもハレたもオチたも散りぬるさだめなら サクラメント!さくら咲かないであさきゆめみし ユメみてユラいでユユしく散ってしまうなら メメントしてよ!さくらの国の暗くてsickなクラッシックに恋するなかれガラスの国のガラパゴシックな愛をアンダー・コントロールせよ鬱くるしい国の あいさつはおもてなし鬱くるしゅうなくしたら オーバードーズもお手のものあなたのココロはトーキョー わたしを忘れてジョーキョーサヨナラおしえてトーキョー 都会のキヌズレちらちらさくら咲くなんてはるはあけぼの ヨウヨウヨゴれてケガれて季節のせいにして センチメント!さくら咲くなんてすこしあかりて ポロポロ涙が出るのは誰かのせいだから メメント・モリさせてよ!さくら咲かないでいろはにほへと ホレたもハレたもオチたも散りぬるさだめなら サクラメント!さくら咲かないであさきゆめみし ユメみてユラいでユユしく散ってしまうなら メメントして!さくら咲くなんてはるはあけぼの ヨウヨウヨゴれてケガれてあなたのせいなのに センチメント!さくら咲くなんて春よ来ないで ポロポロ涙止まらないあなたのせいなの 大好きでしたさくらさくらに恋して咲いて されどされども破れて散ってさくらさくらにサクラメント さらばさらばさくらメメント"
"さよならサブカルチャーわたしのサブカルチャー鏡のなか わたしを殺したの誰も知らない知られたくない誰かの歌初めて聴いたとき恋したの 震えたの 涙を流したの誰もいない教室の隅に置き去りにしてきたノート・ブック書きつけた 聴きつけた 言葉を手探りで世紀末の大予言おしえて少女が言う 「世界を滅ぼして」神様は世界を終わらす代わりにキスをくれたの誰かに聴かせたいわたしの気持ちうまく話せないでも聴いてこの歌が この歌が わたしを歌ってる知ってたの ミニシアター抜けて夜の街 赤い靴さがして知ってたの 世界は終わらないでも少女のわたしが終わったのさよならサブカルチャー死ねないわたし サブカルチャー知らない世界の果てまでもつれてってさよならサブカルチャー生きたいわたし サブカルチャー壊れた世界の果ての果て恋に恋してたの誰にもわからないわたしの気持ち検索しても出てこなくて見つけてよ 見つけてよ 遠くで叫んでる誰にもなれないわたしはなれないだから誰かになりすましてメイクする 髪を切る ケータイ覗いてる知りたいの人類の結末終われないマンガのエピローグ知りたくない青春の最期は一秒ずつわたしが嘘になるさよならノーフューチャーあの日聴いた ノーフューチャー死にゆく世界へ何処までもいざなってさよならノーフューチャーいま流れる ノーフューチャーポータブルして 何度も聴いていつも歌ってたの恋したレコードも埃をかぶってく肩が出そうなワンピース もう着られないピカピカの街は色褪せてく少女のわたしを捨ててさよならサブカルチャーさよならわたし サブカルチャーせつない未来はポケットにしまってさよならサブカルチャーさよならあなた サブカルチャー消えてく世界の果ての果てさよならいかないで"
